"display_name","reputation","views","up_votes","down_votes"
"Akhil K Nambiar",8,0,0,0
"wizzup",1,0,0,0
"Saurabh",1,0,0,0
"Shabeer Naha",6,0,0,0
"Kenan",1,0,0,0
"user14299",1,0,0,0
"user14300",1,0,0,0
"Jonathan Blackhall",21,0,0,0
"Mike S.",1,0,0,0
"Patrick",1,0,0,0
"CÃ©dric BRINER",1,0,0,0
"Ananth",1,0,0,0
"Panos",6,0,0,0
"Manyenya",11,0,0,0
"Mauli",101,0,1,0
"Cynddl",26,0,0,0
"George A",1,0,0,0
"kattemad",1,0,0,0
"Ravi",1,0,0,0
"lzap",101,0,0,0
"user14314",1,0,0,0
"Eden Crow",59,0,0,0
"Volution2111",1,0,0,0
"Faiza Khan",11,0,0,0
"Sandeep_Kr_FOSS",45,0,9,0
"vsltd",1,0,0,0
"babai",53,0,0,0
"vishal bandre",1,0,0,0
"IntrepidDude",1,0,0,0
"sceo",11,0,0,0
"user14324",1,0,0,0
"Shauna",170,0,8,1
"Gopinath",101,0,0,0
"Michael Staengl",21,0,0,0
"MaLaCoiD",1,0,0,0
"Muhammad Hari Diputera",11,0,0,0
"user14330",1,0,0,0
"dorsey",1,0,0,0
"Martin MatuÅ¡",1,0,0,0
"AndroidKid",106,0,4,0
"George Glikofridis",1,0,0,0
"MaikoID",21,0,3,0
"Klon",11,0,0,0
"user14337",6,0,0,0
"ctuffli",103,0,4,0
"Tyler Crompton",101,0,0,0
"Darryl E. Clarke",101,0,4,0
"user14341",1,0,0,0
"Jon",1,0,0,0
"user14343",1,0,0,0
"Dador",1,0,0,0
"Francisco Lopez",21,0,0,0
"user14347",1,0,0,0
"sam",6,0,0,0
"Leo",98,0,5,0
"JMan4Ubuntu",27,0,0,0
"F7803",1,0,0,0
"Will Sheppard",8,0,0,0
"Gorson Nelt",11,0,0,0
"user14354",1,0,0,0
"David Baucum",26,0,0,0
"fossfreedom",12248,0,576,4
"Eric Hammond",11,0,0,0
"Bluu",101,0,0,0
"Ludvig A Norin",101,0,0,0
"omkar",16,0,0,0
"A Lee",101,0,12,0
"Crusty Barnacle",48,0,3,0
"user14363",1,0,0,0
"Dominic",8,0,0,0
"AHoneybun",6,0,0,0
"user14366",1,0,0,0
"Mait",6,0,0,0
"Kyle Macey",101,0,0,0
"Obiora",21,0,0,0
"hhb",11,0,0,0
"user14371",6,0,0,0
"idle",11,0,0,0
"Jonah",16,0,0,0
"Kyle Amadio",6,0,0,0
"Jerry",6,0,0,0
"Rohan Verma",1,0,0,0
"user14377",1,0,0,0
"VeeKay",103,0,2,0
"GlenC",1,0,0,0
"tytsim",18,0,0,0
"Markosjal",1,0,0,0
"user14382",6,0,0,0
"bluepicaso",1,0,0,0
"blakcaps",111,0,0,0
"Jan Goyvaerts",1,0,0,0
"Samson",1,0,0,0
"phuihock",13,0,0,0
"adivasile",101,0,0,0
"thelaststud",33,0,7,0
"Vishal Bandre",1,0,0,0
"GeorgS",1,0,0,0
"cranky",13,0,0,0
"Dzung",3,0,0,0
"luopio",1,0,0,0
"Carlos",1,0,0,0
"nLinked",232,0,0,0
"FCarv",1,0,0,0
"Coldrain",6,0,0,0
"Stephen Hart",1,0,0,0
"marhis",1,0,0,0
"sandroid",101,0,0,0
"Dongsheng Cai",101,0,0,0
"user14403",1,0,0,0
"xeraee",1,0,0,0
"Klaus",96,0,0,0
"Chasson Higdon",1,0,0,0
"Val",56,0,3,0
"user14408",1,0,0,0
"sereene",1,0,0,0
"PachinSV",101,0,2,0
"Gallando",11,0,0,0
"funkymonk",114,0,0,0
"rjt",1,0,0,0
"sysad",3,0,0,0
"aboSamoor",101,0,0,0
"krhein57",1,0,0,0
"ken",1,0,0,0
"Neal",54,0,0,0
"jscott",101,0,1,0
"Kevin Maynard",1,0,0,0
"timger",11,0,0,0
"Build Your Dreams",1,0,0,0
"Bart",1,0,0,0
"user14424",1,0,0,0
"stark",1,0,0,0
"user14426",1,0,0,0
"BitSar",1,0,0,0
"LL Phillips",11,0,0,0
"Jacob",101,0,0,0
"Walter",1,0,0,0
"Andy",1,0,0,0
"wadesworld",108,0,0,0
"darksonxd",1,0,0,0
"JustJohn",1,0,0,0
"jose soriano",1,0,0,0
"Nel",1,0,0,0
"Joy",1,0,0,0
"user14438",6,0,0,0
"Evgeny",101,0,0,0
"entonjackson",109,0,5,0
"Jeremy S.",101,0,0,0
"Sindre Sorhus",101,0,8,0
"Peeps",1,0,0,0
"Madhusudan.C.S",1,0,0,0
"user14445",1,0,0,0
"user14446",1,0,0,0
"Jamie",101,0,0,0
"Nathan",1,0,0,0
"Siddharth Sharma",1,0,0,0
"user14450",1,0,0,0
"Exile",101,0,0,0
"nemof",1,0,0,0
"Vox",21,0,0,0
"user14454",1,0,0,0
"Giannakos Gavros Giannopoulos",1,0,0,0
"user14456",1,0,0,0
"denver",1,0,0,0
"Knef",1,0,0,0
"Tathagata",18,0,0,0
"adasfasd",1,0,0,0
"Pedro Henrique Cavallieri Fran",6,0,0,0
"Ilya Smagin",103,0,1,0
"user14463",1,0,0,0
"Tris",1,0,0,0
"user14465",11,0,0,0
"QuantumMechanic",101,0,0,0
"toxicbits",11,0,0,0
"Salem R.",21,0,0,0
"Buyongo",11,0,0,0
"SmileyChris",101,0,0,0
"Andries Filmer",21,0,0,0
"user14472",1,0,0,0
"user14473",1,0,0,0
"user14474",1,0,0,0
"VisaMasterCard",6,0,0,0
"Avian",1,0,0,0
"user14477",1,0,0,0
"safa",6,0,0,0
"codelurker",1,0,0,0
"Cristian",6,0,0,0
"onesysadmin",101,0,0,0
"perilandmishap",111,0,0,0
"Greg",21,0,0,0
"Lemurman",116,0,0,0
"gouki",101,0,0,0
"garrett ",1,0,0,0
"user14487",1,0,0,0
"Sean",1,0,0,0
"George.A",11,0,0,0
"Daniel Lawson",101,0,2,0
"Abhishek",6,0,0,0
"Gabriel L. Oliveira",106,0,1,0
"truename",1,0,0,0
"antonio081014",1,0,0,0
"RPK",133,0,1,0
"Manula Waidyanatha",21,0,0,0
"Marcel",101,0,0,0
"x3ro",101,0,1,0
"Stefan Armbruster",123,0,1,0
"svenningsson",101,0,0,0
"user14501",1,0,0,0
"happyfeet",1,0,0,0
"ikazi",11,0,0,0
"Paulo Pires",1,0,0,0
"Ritwik",11,0,0,0
"Eknath Iyer",3,0,0,0
"soulmerge",101,0,0,0
"user14508",1,0,0,0
"Antony",61,0,1,0
"Ibn Ar-Rashid",101,0,0,0
"Timo Kluck",11,0,0,0
"timendum",1,0,0,0
"user14513",1,0,0,0
"Cylindric",108,0,0,0
"north5",1,0,0,0
"Ian Catlin",1,0,0,0
"Hannes",1,0,0,0
"user14519",1,0,0,0
"Cristian",11,0,0,0
"user14521",21,0,0,0
"user14522",1,0,0,0
"Korcia Makarski",74,0,3,0
"GeorgeP",1,0,0,0
"Joe Hopfgartner",106,0,0,0
"jdmpike",1,0,0,0
"highBandWidth",116,0,0,0
"nitin",21,0,0,0
"Dana Engel",1,0,0,0
"Sionide21",101,0,0,0
"Solignis",101,0,0,0
"user14532",1,0,0,0
"Stuttering John",8,0,0,0
"hammar",101,0,1,0
"Sam",11,0,0,0
"Miguel Villarral",11,0,0,0
"euDennis",8,0,0,0
"Dan",1,0,0,0
"Gabriel",46,0,0,0
"rekha",1,0,0,0
"Jon",1,0,0,0
"k.c.",1,0,0,0
"Zorgo",1,0,0,0
"Christofian",111,0,7,0
"Johnnyspacecowboy",11,0,0,0
"Ayush",6,0,0,0
"wiplash",1,0,0,0
"jaysen",1,0,0,0
"Thomas Ferris Nicolaisen",101,0,1,0
"Maiscedo",33,0,0,0
"paalfe",11,0,0,0
"andrewpthorp",101,0,0,0
"nadeem",126,0,8,0
"crotch_jenkins",1,0,0,0
"Kuba",8,0,0,0
"kholis",1,0,0,0
"just-sayin",1,0,0,0
"fipple",1,0,0,0
"JPBlanc",116,0,0,0
"Vadim",6,0,0,0
"eMansipater",147,0,3,1
"Doug",1,0,0,0
"Trench",26,0,0,0
"Sergey",855,0,14,0
"Sumardika",1,0,0,0
"Rajat",118,0,4,0
"Rickard von Essen",1,0,0,0
"Solly",1,0,0,0
"Pete Southan",1,0,0,0
"xen0m",101,0,0,0
"Jacobo de Vera",43,0,1,0
"Urizev",1,0,0,0
"ajai",1,0,0,0
"roger_1960",1,0,0,0
"Ferra Dellia",26,0,1,0
"dru",1,0,0,0
"Jonathan D'Orleans",1,0,0,0
"user14578",1,0,0,0
"Evgeny",101,0,0,0
"Ralf",1,0,0,0
"ActionParsnip",21,0,0,0
"Todd Harris",11,0,0,0
"user14583",1,0,0,0
"Seega",101,0,0,0
"martinus",101,0,1,0
"lhw",29,0,1,0
"Archan Mishra",101,0,0,0
"rubekolo",1,0,0,0
"Andrew Waterson",1,0,0,0
"Aleksandar_B",28,0,0,0
"Puran Joshi",1,0,0,0
"Jack Spriggs",6,0,0,0
"user14593",1,0,0,0
"user14594",1,0,0,0
"Lvkz",6,0,0,0
"user14596",1,0,0,0
"user14597",1,0,0,0
"dinis",1,0,0,0
"Josef G. Bauer",1,0,0,0
"salva",101,0,0,0
"gene_wood",1,0,0,0
"HARRY",1,0,0,0
"user14603",1,0,0,0
"Suan",101,0,0,0
"Michel Daviot",11,0,0,0
"user14606",1,0,0,0
"fullware",101,0,0,0
"elvispt",101,0,6,0
"chombium",1,0,0,0
"Don",111,0,0,0
"risteristevski",11,0,0,0
"user14612",1,0,0,0
"varis",1,0,0,0
"Ottawajoe",21,0,0,0
"Alan",811,0,109,6
"ravi",1,0,0,0
"Daniel",1,0,0,0
"Mike Pennington",141,0,1,1
"user14619",1,0,0,0
"Adeel",101,0,0,0
"user14621",1,0,0,0
"mc10",101,0,0,0
"Rushen Aly",6,0,0,0
"RapazP",1,0,0,0
"Fitoschido",46,0,0,0
"nightsabre",53,0,0,0
"Michael Krelin - hacker",101,0,0,0
"Merlin2525",162,0,0,0
"user14629",1,0,0,0
"user14630",1,0,0,0
"Philip Ashby",6,0,0,0
"edA-qa mort-ora-y",101,0,1,0
"user14633",1,0,0,0
"bud",43,0,0,0
"Sharad",1,0,0,0
"stjep",13,0,0,0
"Andrew Barnes",1,0,0,0
"user14638",1,0,0,0
"user14639",1,0,0,0
"user14640",1,0,0,0
"SkyMan",1,0,0,0
"Bob Newm'n",21,0,2,0
"Ionut",1,0,0,0
"Jonathan Oliver",101,0,1,0
"Simon Deruyter",16,0,0,0
"rijnsma",1,0,0,0
"user14647",1,0,0,0
"rudolfson",101,0,0,0
"Tudor",1,0,0,0
"Peterino",1,0,0,0
"meisam",1,0,0,0
"Wim",101,0,0,0
"Job",103,0,3,0
"user14654",101,0,0,0
"Tracy Logan",1,0,0,0
"Ryan Detzel",113,0,1,0
"Casey Watson",131,0,0,0
"PEdroArthur",131,0,0,0
"Nick",101,0,0,0
"user14661",1,0,0,0
"Marcus",8,0,0,0
"bgvaughan",179,0,24,0
"Angel Latoy",1,0,0,0
"Miguel S.",1,0,0,0
"tnorgd",11,0,0,0
"John",21,0,0,0
"yun",11,0,0,0
"NeS",1,0,0,0
"Eric",6,0,0,0
"Clint Eastwood",11,0,0,0
"FFD",1,0,0,0
"Julian Wienand",11,0,0,0
"user14674",46,0,0,0
"the old rang",1,0,0,0
"Peter Martin",6,0,0,0
"Meenal",6,0,0,0
"Scott R",1,0,0,0
"kim0",137,0,1,0
"Morph",101,0,2,0
"Anry",1,0,0,0
"MobileDanceTeam",70,0,5,0
"aakarsh",1,0,0,0
"xfctr",11,0,0,0
"Ben",51,0,0,0
"nab",13,0,0,0
"xfctr",21,0,0,0
"ChrisCC",1,0,0,0
"Konstapel Kask",203,0,32,0
"Grant Naish",46,0,0,0
"sohrab",1,0,0,0
"sparksalot",1,0,0,0
"victor hugo",101,0,0,0
"Jason Gunst",26,0,0,0
"user14695",1,0,0,0
"spiderman2011",1,0,0,0
"Oskenso Kashi",1,0,0,0
"Paul",1,0,0,0
"AppleGrew",101,0,0,0
"user14700",1,0,0,0
"Andrew",11,0,0,0
"user14702",1,0,0,0
"Elijah Wright",1,0,0,0
"user14704",1,0,0,0
"funk-shun",101,0,0,0
"anonymous",1,0,0,0
"mr.Vragec",1,0,0,0
"Marko Kevac",160,0,8,0
"black sensei",130,0,3,0
"hadobac",1,0,0,0
"snooptodd",1,0,0,0
"Zoomzoom83",101,0,5,0
"KayKay",27,0,3,0
"Leite",1,0,0,0
"Stelios",16,0,0,0
"Neruz",1,0,0,0
"xseven",1,0,0,0
"Andrew B",66,0,0,0
"Treffynnon",185,0,10,0
"systemsfault",118,0,0,0
"user14721",1,0,0,0
"user14722",1,0,0,0
"user14723",1,0,0,0
"Martin",1,0,0,0
"Kelly Hall",1,0,0,0
"paddymcc",1,0,0,0
"wafa",1,0,0,0
"katsuo11",1,0,0,0
"Bodhisattwa Debnath",1,0,0,0
"RoToRa",101,0,2,0
"user14731",1,0,0,0
"Neb",103,0,0,0
"Mike Goldberg",11,0,0,0
"user14734",1,0,0,0
"user14735",1,0,0,0
"jmartenstein",1,0,0,0
"Manuel",6,0,0,0
"eduart",6,0,0,0
"sam",41,0,0,0
"lleming",1,0,0,0
"rnd",1,0,0,0
"Oceanvibe",1,0,0,0
"Bikal Gurung",101,0,0,0
"LinGmnZ",1,0,0,0
"user14745",1,0,0,0
"mark",11,0,0,0
"krumpelstiltskin",170,0,24,0
"Sam Mercier",158,0,14,0
"Elkan76",1,0,0,0
"pic11",141,0,6,0
"CRH",1,0,0,0
"user14752",1,0,0,0
"Andrew",1,0,0,0
"charles ",1,0,0,0
"user14755",6,0,0,0
"William Hagerman",1,0,0,0
"SourceRebels",101,0,3,0
"Barafu Albino",316,0,8,0
"expectingnothing",6,0,0,0
"Zamir",1,0,0,0
"John Baker",1,0,0,0
"Chris Hunter",1,0,0,0
"Joesavage1",15,0,1,0
"Ryan",1,0,0,0
"Arjun Bajaj",106,0,0,0
"Martin Duys",1,0,0,0
"thefroyo",33,0,8,0
"chteuchteu",11,0,0,0
"user14770",1,0,0,0
"colingmatthews",1,0,0,0
"Andrew Grimm",133,0,13,0
"user14773",101,0,0,0
"Laura GarcÃ­a",1,0,0,0
"pcat",1,0,0,0
"mkotechno",136,0,0,0
"Alejandro Ramallo",1,0,0,0
"Tony",1,0,0,0
"Eternal Owl",123,0,1,0
"mushfiq",6,0,0,0
"mmcintosh",1,0,0,0
"jiewmeng",489,0,34,0
"faskunji",1,0,0,0
"kush",1,0,0,0
"user14785",1,0,0,0
"joemurphy",1,0,0,0
"user14788",1,0,0,0
"Jen Majors",1,0,0,0
"Bruno Ribeiro",1,0,0,0
"rymo",101,0,4,0
"user14792",1,0,0,0
"hoss",131,0,4,0
"Greyhound",1,0,0,0
"mutzmatron",31,0,0,0
"Nathan Haines",153,0,2,0
"Joe",1,0,0,0
"SpyDaniel",1,0,0,0
"darkhole",1,0,0,0
"sihill",41,0,0,0
"drigy",15,0,1,0
"RSoul",33,0,0,0
"Tap",1,0,0,0
"yasmar",101,0,0,0
"chad",1,0,0,0
"Lokkju",101,0,0,0
"Paul Tomblin",178,0,2,0
"Luke Stanley",21,0,1,0
"Yogi",1,0,0,0
"Silfheed",101,0,0,0
"H4VK",21,0,0,0
"Michael",1,0,0,0
"brenton",23,0,1,0
"Ryan",1,0,0,0
"Michael Beck",1,0,0,0
"Datastorm1",31,0,0,0
"user14817",1,0,0,0
"user14818",126,0,0,0
"Parrish Myers",1,0,0,0
"Maro",23,0,0,0
"madusha tissera",1,0,0,0
"Conor Anderson",16,0,0,0
"dolan",101,0,0,0
"user14825",1,0,0,0
"user14826",1,0,0,0
"SÃ©verin Lemaignan",16,0,0,0
"user14828",1,0,0,0
"Yang",106,0,1,0
"Dani3l",331,0,11,0
"TenPlus1",31,0,0,0
"Daniel",1,0,0,0
"Aseman",135,0,2,0
"raylu",241,0,0,0
"Lonnie Henry",1,0,0,0
"Steven",1,0,0,0
"nicolas Bonnici",1,0,0,0
"Jon Ploug",1,0,0,0
"Matthew Campbell",1,0,0,0
"hamed",1,0,0,0
"Jaroslav Keznikl",11,0,0,0
"Arne",1,0,0,0
"Vik",46,0,0,0
"MANIAC360",1,0,0,0
"Simon Smith",1,0,0,0
"mrT",46,0,0,0
"corstar",1,0,0,0
"Gianluca",1,0,0,0
"Abhithaj.J",1,0,0,0
"user14850",11,0,0,0
"user14851",1,0,0,0
"maester",1,0,0,0
"Pol",101,0,0,0
"user14854",51,0,0,0
"Kebabfarci",11,0,0,0
"binfalse",510,0,12,1
"Espaqu",1,0,0,0
"user14858",1,0,0,0
"Gerwin",1,0,0,0
"Joe",101,0,3,0
"user14861",1,0,0,0
"user14862",1,0,0,0
"rajesh kumar",1,0,0,0
"AYM",1,0,0,0
"utnubu",31,0,0,0
"alecnmk",1,0,0,0
"nOw2",1,0,0,0
"Rafael",106,0,0,0
"user14869",1,0,0,0
"ClÃ©ment Arondel",1,0,0,0
"user14871",1,0,0,0
"Coldfish",104,0,1,0
"michal.m",1,0,0,0
"Scott Randby",11,0,0,0
"Mario",1,0,0,0
"brian",1,0,0,0
"user14877",1,0,0,0
"indigoCat",1,0,0,0
"Andy",21,0,0,0
"Leif Wickland",1,0,0,0
"holizz",101,0,1,0
"RandyNose",1,0,0,0
"Sake",101,0,1,0
"Phoenix",281,0,0,0
"Damon",16,0,0,0
"slavsan",1,0,0,0
"user14888",33,0,1,0
"bob",1,0,0,0
"stimpy77",101,0,0,0
"cosmo",1,0,0,0
"Yakir Sitbon",11,0,0,0
"user14894",1,0,0,0
"thomas michael wallace",1065,0,17,1
"Chielus",61,0,0,0
"Daniel",11,0,0,0
"user14898",1,0,0,0
"Yakir Sitbon",1,0,0,0
"ojii",1,0,0,0
"scay",1,0,0,0
"Avk",21,0,0,0
"Robin",1,0,0,0
"jagarciavi",1,0,0,0
"alz3abi",73,0,1,0
"Erlend",1,0,0,0
"user14907",1,0,0,0
"Hany Said",1,0,0,0
"Nate",111,0,0,0
"normalocity",101,0,0,0
"andy",6,0,0,0
"user14912",11,0,0,0
"user14913",1,0,0,0
"Alex Garner",1,0,0,0
"tomwadley",101,0,0,0
"bcbc",278,0,7,0
"Alex",6,0,0,0
"Nic V.W.",1,0,0,0
"prelic",101,0,0,0
"user14920",1,0,0,0
"Alex",1,0,0,0
"phill",1,0,0,0
"Matthias Metzger",6,0,0,0
"user14924",3,0,0,0
"james",6,0,0,0
"Laryllan",76,0,4,0
"Bora",101,0,0,0
"jochy2525",28,0,1,0
"Brian M. Hunt",101,0,3,0
"thewheat",1,0,0,0
"user14931",1,0,0,0
"Josh",101,0,1,0
"Lodorand",1,0,0,0
"CEMcFarland",1,0,0,0
"Kista Reddy",1,0,0,0
"Shonie",21,0,0,0
"stone",1,0,0,0
"screener",1,0,0,0
"Mike KrÃ¼ger",26,0,0,0
"Trench",1,0,0,0
"Omar Hafiz",6,0,0,0
"user14942",1,0,0,0
"Marcelo",1,0,0,0
"fortinux",1,0,0,0
"andy boot",101,0,0,0
"Jesse Hallett",101,0,5,0
"Art",1,0,0,0
"shezars",1,0,0,0
"PaweÅ‚ Dyda",101,0,2,0
"JM at Work",257,0,2,0
"Frychiko",51,0,0,0
"DSJones",36,0,0,0
"Marcos Junior",1,0,0,0
"user14955",1,0,0,0
"Matureappleslvr",1,0,0,0
"pinta",9,0,0,0
"JavaRocky",121,0,0,0
"user14959",1,0,0,0
"rooks",101,0,3,0
"user14962",1,0,0,0
"Jordy",1,0,0,0
"jens ",1,0,0,0
"riverhuang82",1,0,0,0
"Luizfpq",11,0,0,0
"JNewbie",16,0,0,0
"Aenima99x",1,0,0,0
"braco",11,0,0,0
"gersoid",1,0,0,0
"DSn0wMan",6,0,0,0
"10qn",4,0,0,0
"guimaluf",1,0,0,0
"Henry",101,0,0,0
"DJ Mountney",1,0,0,0
"ÐÑ€Ñ‡Ð¸Ð±Ð°ÑÐ¾Ð² ÐŸÐ°Ð²ÐµÐ»",1,0,0,0
"monkeyonmyback",1,0,0,0
"baxtor61",1,0,0,0
"user14979",1,0,0,0
"totial",1,0,0,0
"Catalin Balan",11,0,0,0
"serial",31,0,0,0
"Aaron",1,0,0,0
"Nilfred",13,0,0,0
"Anon",1,0,0,0
"Sadeq Dousti",101,0,2,0
"Travis R",114,0,7,0
"Clive",1,0,0,0
"Richard",1,0,0,0
"polo-mlb",1,0,0,0
"I.C.",1,0,0,0
"user14993",1,0,0,0
"Craigt",163,0,2,0
"AndrÃ© ParamÃ©s",176,0,8,0
"pramod",1,0,0,0
"Tony",33,0,0,0
"Wayne Schuller",1,0,0,0
"Jeremy",1,0,0,0
"jmccrohan",1,0,0,0
"THE SE7EN SINS",6,0,0,0
"Vit Svarc",11,0,0,0
"edwinksl",1,0,0,0
"user15004",1,0,0,0
"Eddie Parker",21,0,0,0
"krubo",136,0,14,0
"able daemon",16,0,0,0
"priyaudupi",3,0,0,0
"Rick van der Zwet",1,0,0,0
"kkelley",1,0,0,0
"Sadiq Alreemi",1,0,0,0
"user15012",1,0,0,0
"mrlele",1,0,0,0
"Suffi",11,0,0,0
"HelloD",1,0,0,0
"Kaveh",101,0,0,0
"apos",1,0,0,0
"Viswa",1,0,0,0
"LanceBaynes",43,0,0,0
"user15020",1,0,0,0
"Turin",1,0,0,0
"user15022",1,0,0,0
"Denwerko",555,0,41,0
"Ulritx",1,0,0,0
"John Cockroft",1,0,0,0
"ahluka",1,0,0,0
"Skull",1,0,0,0
"marcozd",1,0,0,0
"Bane",1,0,0,0
"Carsten BjÃ¸rklund",11,0,0,0
"user15031",1,0,0,0
"Paul",6,0,0,0
"DanH",118,0,1,0
"LoÃ¯c Wolff",101,0,0,0
"user15035",1,0,0,0
"Rafael Azevedo",1,0,0,0
"user15037",3,0,0,0
"homolibere",1,0,0,0
"user15039",1,0,0,0
"jason",41,0,0,0
"Alejandro GarcÃ­a Iglesias",101,0,2,0
"pthurmond",101,0,0,0
"kan3nas",21,0,0,0
"Selvakumar",6,0,0,0
"fanoy",15,0,0,0
"bradley mcminn",3,0,0,0
"Christian K",11,0,0,0
"jeffminton",1,0,0,0
"Richard",21,0,0,0
"Paul Alexander",101,0,1,0
"Balki",1,0,0,0
"Woozy",126,0,0,0
"Robert Estivill",1,0,0,0
"Genadinik",133,0,4,0
"Eduardo I.",121,0,0,0
"newz2000",127,0,6,0
"lynn",23,0,0,0
"type",638,0,142,2
"gymador",1,0,0,0
"Christian",26,0,0,0
"Wes",153,0,3,0
"tinks5555",1,0,0,0
"AMiga forEVer",1,0,0,0
"user15064",1,0,0,0
"user15065",1,0,0,0
"Guilherme Salgado",1,0,0,0
"ERGuille",11,0,0,0
"Giacomo",146,0,3,0
"laura ",1,0,0,0
"armz",6,0,0,0
"Jeffrywith1e",194,0,21,0
"ugliefrog",21,0,0,0
"Mus",101,0,0,0
"hLiu",1,0,0,0
"bertmanphx",34,0,0,0
"zeekay",101,0,0,0
"dspace",1,0,0,0
"tkim",1,0,0,0
"rjray",101,0,0,0
"Trendfischer",1,0,0,0
"joul",1,0,0,0
"Jon Reeves",101,0,0,0
"Gasol",1,0,0,0
"DeerCoder",11,0,0,0
"tom",11,0,0,0
"kercker",6,0,0,0
"czubatka",1,0,0,0
"Turbochrgd",101,0,0,0
"edward_yuan",1,0,0,0
"user15090",1,0,0,0
"MrMassiveManMeat",239,0,0,0
"Rohanchrome",9,0,0,0
"user15093",1,0,0,0
"mini",6,0,0,0
"forrest chicken",1,0,0,0
"Martin Muckle",11,0,0,0
"reveger",6,0,0,0
"Vagb",1,0,0,0
"k9ty",1,0,0,0
"berot3",1,0,0,0
"Sauron",108,0,1,0
"Madison",11,0,0,0
"Anupesh",11,0,0,0
"MZywitza",101,0,3,0
"user15105",1,0,0,0
"Benjamin Manns",101,0,2,0
"David Smothers",1,0,0,0
"firegrass",1,0,0,0
"Ciaran",1,0,0,0
"cweiske",355,0,52,1
"anton",6,0,0,0
"Chris Corwin",1,0,0,0
"Fitoschido",204,0,12,0
"Ghassen Telmoudi",1,0,0,0
"Daniel Bech",1,0,0,0
"kan3nas",1,0,0,0
"user15117",1,0,0,0
"simon mickelson",1,0,0,0
"Martin",16,0,0,0
"Gary Helmling",16,0,0,0
"Dave Harding",1,0,0,0
"Christian K",31,0,0,0
"JB5",1,0,0,0
"EraserHead IRL",1,0,0,0
"Cesar",1,0,0,0
"Freddy",113,0,6,0
"user15127",1,0,0,0
"Umair",6,0,0,0
"user15129",3,0,0,0
"user15130",23,0,0,0
"Raymond Ho",111,0,0,0
"Thomas",6,0,0,0
"Martin Thompson",101,0,1,0
"Manu Martin",6,0,0,0
"Paul",101,0,0,0
"user15136",1,0,0,0
"Jon Schoning",101,0,0,0
"Kevin Panko",101,0,0,0
"Rafael Xavier",1,0,0,0
"xdc",1,0,0,0
"GaryHull",1,0,0,0
"daff",146,0,3,0
"Karl Napf",1,0,0,0
"Hermanto Rosma",1,0,0,0
"Zita",1,0,0,0
"Shankar Narayanan",1,0,0,0
"crimer90.co.cc",1,0,0,0
"Tatewaki",36,0,1,0
"MathChief",101,0,0,0
"WhatDoesGoogleMean",6,0,0,0
"RexM",101,0,0,0
"Daniel Jonsson",1,0,0,0
"Alex G",1,0,0,0
"JS01",1,0,0,0
"Vanni",497,0,53,1
"Tom Stevens",1,0,0,0
"da code monkey",116,0,8,0
"user15158",1,0,0,0
"Aris Santas",1,0,0,0
"Awan",113,0,8,0
"Lee Moffitt",41,0,0,0
"Bram",11,0,0,0
"Sidmitra",1,0,0,0
"scott",1,0,0,0
"KimKha",31,0,0,0
"Jim Raynor",1,0,0,0
"austinmarton",1,0,0,0
"JayM",101,0,0,0
"fredden",1,0,0,0
"user15171",1,0,0,0
"Ramana",8,0,0,0
"Brian Ballsun-Stanton",116,0,12,0
"MyFaJoArCo",1,0,0,0
"Gemini14",101,0,1,0
"user15176",1,0,0,0
"user15177",1,0,0,0
"Joern Franz",21,0,0,0
"Gustavo",1,0,0,0
"fuwindows",1,0,0,0
"thekindofme",101,0,0,0
"Victor Wibisono",1,0,0,0
"Sushant Jain",23,0,1,0
"s4uadmin",104,0,3,0
"Starry Prabin",6,0,0,0
"Vojta",1,0,0,0
"Wamukota",71,0,4,0
"temuraru",1,0,0,0
"gpoo",11,0,0,0
"whoi",101,0,0,0
"Wolfgang Silbermayr",11,0,0,0
"Hessam",11,0,0,0
"Ovidiu Zeicu",1,0,0,0
"Costin",11,0,0,0
"Manuel",1,0,0,0
"vartec",890,0,10,2
"Walead Fuss",11,0,0,0
"JGNog",59,0,5,0
"punnie",103,0,1,0
"Kristjan Oddsson",1,0,0,0
"Calum",101,0,0,0
"Adrian",121,0,1,0
"user15203",11,0,0,0
"Paul",38,0,0,0
"Animesh",1,0,0,0
"philfr",101,0,0,0
"Martyn",115,0,3,0
"fvieira",1,0,0,0
"vinoth",105,0,3,0
"VooDooStevie",11,0,0,0
"yktoo",1,0,0,0
"Mark Stosberg",1,0,0,0
"John Ianadus",48,0,2,0
"le-chuck",1,0,0,0
"Segfault",101,0,1,0
"teemow",1,0,0,0
"user15218",6,0,0,0
"Alison R.",101,0,1,0
"sam",6,0,0,0
"Spudd86",101,0,1,0
"Mamamito",1,0,0,0
"macwadu",1,0,0,0
"andrewm",21,0,0,0
"Kevin Maghuyop",21,0,0,0
"KLASTER",1,0,0,0
"brausen",23,0,0,0
"user15229",1,0,0,0
"JÃ¡nos HarsÃ¡nyi",113,0,5,0
"mac",101,0,2,0
"dandelionmood",157,0,26,0
"astjohn",147,0,0,0
"ajay",1,0,0,0
"user15235",1,0,0,0
"user15236",1,0,0,0
"Mark Dayel",3,0,0,0
"user15238",1,0,0,0
"Brian Lyttle",101,0,0,0
"UNCbassbone",46,0,0,0
"user15241",1,0,0,0
"Krige",11,0,0,0
